-1.245945639155208173e+00, -8.043202082003630959e-01, 6.652852106397891818e-01, -7.355535804584922843e-01, -3.929485552701966755e-01, -4.983068780228943617e-01, 2.371552624354643368e-01
-5.978040585499960757e-01, -6.200778301266530734e-01, 1.590404867254553434e-01, 2.204009730535981260e-01, 4.764407375986125515e-01, 8.378621073721901347e-01, -1.497154756975696555e-01
2.258341854284028338e-01, -2.654853912569409835e-01, 8.864170453655330073e-01, -6.000990846261465839e-01, 2.801920824195379689e-01, 7.467000784248902789e-01, 6.174527075433867279e-02
3.324155908654047309e-01, -2.434568250885811580e-01, 1.217690504494948867e+00, -7.798209101928313958e-01, 1.663428384273797356e-01, 5.907045872149041532e-01, 1.236021794840871657e-01
2.382552293680123556e-01, -1.848713864052483613e-01, 1.096851234821474730e+00, -6.587272214053288000e-01, 2.481827244745689609e-01, 7.056594738853374515e-01, 8.079907157798273121e-02
-1.024980950566302118e+00, -5.534493321527775844e-01, 1.315667476337125219e+00, -9.386225628416531297e-01, -2.236541926712097006e-01, -1.026597902377812122e-01, 2.417177157212336003e-01
-9.155435781476204404e-01, -6.109375548760257457e-01, 2.562749703566521431e-01, -4.557326546904503783e-01, -4.647654981104570315e-01, -7.335495923395501938e-01, 1.954629755053709783e-01
-8.401736736355153168e-02, -5.162889700435039364e-01, 5.749926901041158001e-02, -4.425614894345757805e-02, 4.533478211280669301e-01, 8.856402550734524537e-01, -9.032433200726683320e-02
-1.336780485128894913e+00, -5.960221736269362136e-01, 1.214354236019919320e+00, -8.676803815208080639e-01, -3.124481088457004563e-01, -2.977964886152434376e-01, 2.466255991803801007e-01
-1.120717178468098263e+00, -7.577935064180444380e-01, 6.328521274294655052e-01, -6.518527100658636497e-01, -4.237696422569874888e-01, -5.866003304833762311e-01, 2.267319716272232499e-01
-1.293101647308958935e+00, -5.917988780921964453e-01, 1.122565873905720490e+00, 8.295864619162487408e-01, 3.417248253635703503e-01, 3.672531081889104376e-01, -2.452256113482077782e-01
1.901996033625722449e-01, -4.846948297731581978e-01, 2.323060511003720574e-01, 2.288224035109181487e-01, -4.163370249536272882e-01, -8.788283994860389692e-01, 4.432193092653388677e-02
-6.819258310440173831e-01, -3.810200452729101128e-01, 1.684125077187071717e+00, -9.600722213645020986e-01, -9.966006643160721379e-02, 1.428220211028694009e-01, 2.189316587685979643e-01
-1.215144410934197339e+00, -6.363035989795743363e-01, 6.065823103082150780e-01, -7.159616579708218964e-01, -4.011432532475179835e-01, -5.208557167099782115e-01, 2.349304515387577730e-01
-5.181465616174961708e-01, -1.858930625048819951e-01, 1.753080905034023473e+00, -9.546462777144039125e-01, -7.010470250591790964e-02, 1.976675945142589708e-01, 2.113370228131750406e-01
-3.514442448065646651e-03, -1.143991119608367413e-01, 1.443864050335689431e+00, 8.598589076088768435e-01, -9.266965057908176095e-02, -4.771380001094211454e-01, -1.561868231279514574e-01
-2.333393581576928555e-01, -4.769262588050483531e-01, 1.815047080079967845e-02, 1.231724858587857074e-03, 4.598225528277964380e-01, 8.822381837144656069e-01, -1.010816005067296242e-01
-4.234397213016708461e-01, -5.638312907013004471e-01, 2.155794410606136635e-01, 1.285082104503708356e-01, 4.724555875289729312e-01, 8.621931225832059065e-01, -1.299783713920016903e-01
-4.116667611230412360e-01, -1.850506966576306311e-01, 1.744463580733483177e+00, -9.411334457110916984e-01, -2.934112422242553600e-02, 2.712138218296248904e-01, 1.996246443751381050e-01
-1.247315048591986830e+00, -7.332251239230990203e-01, 3.952917137023720384e-01, 6.177408459285473885e-01, 4.336128328136248933e-01, 6.173668650391626045e-01, -2.218880628662626975e-01
1.895006780770197574e-01, -2.916679960487074674e-01, 1.042077447368374710e+00, 7.127386013302708934e-01, -2.147748401908369242e-01, -6.603275444908566216e-01, -9.921183488599347178e-02
1.452058771412663152e-01, -4.626891614853166912e-01, 5.643558874096061828e-01, 3.379676275260050655e-01, -3.858504703109632006e-01, -8.582920704824216207e-01, 1.523217161963708738e-02
-5.516150674229606254e-01, -2.486914879000413359e-01, 1.630740063702241116e+00, 9.547292046357676032e-01, 7.044206567397143237e-02, -1.970488589400400670e-01, -2.114280217699791020e-01
3.420900207767207934e-01, -2.305836292523649189e-01, 1.328074365827541570e+00, 7.603962280922769157e-01, -1.813175996186219552e-01, -6.126896166401787358e-01, -1.163311567590125245e-01
-9.399199268001579011e-01, -8.291058238480191189e-01, 2.558526653947843510e-01, 4.774748381809481579e-01, 4.618607916946436687e-01, 7.204069822078861263e-01, -1.992891567180735124e-01
-5.293117458815227439e-01, -1.750280142724388310e-01, 1.514180547571938984e+00, 9.608069562537756569e-01, 1.066873949096577567e-01, -1.295881965228250221e-01, -2.206234164899724404e-01
-3.736960604265388008e-01, -3.165024283735120569e-01, 1.545858201841957102e+00, 9.333434263134422482e-01, 1.207052748776924790e-02, -3.016550299761344700e-01, -1.942384972495111717e-01
7.764976443159199437e-02, -1.258456095184123241e-02, 1.464301310146118196e+00, 8.516797075092635838e-01, -1.013726780721101867e-01, -4.909976170721268018e-01, -1.525994626036302759e-01
-1.582337719442269419e-01, -2.019662103392873970e-02, 1.658431309673321419e+00, -9.151972450475346355e-01, 2.072744192403140964e-02, 3.582981079339000452e-01, 1.833216890050821668e-01
2.307312730833431802e-01, -3.037145696901433212e-01, 1.060098833763553072e+00, 6.208240776110238723e-01, -2.693247629155084977e-01, -7.330521566282942603e-01, -6.838254456755339661e-02
